0,4763,3989,1886
0.016667,4892,3967,1975
0.033333,4895,3964,1975
0.05,4892,3962,1978
0.066667,4890,3960,1978
0.083333,4892,3959,1978
0.1,4893,3958,1981
0.116667,4895,3956,1984
0.133333,4895,3954,1984
0.15,4893,3953,1981
0.166667,4893,3951,1987
0.183333,4892,3951,1981
0.2,4890,3950,1981
0.216667,4890,3949,1981
0.233333,4893,3949,1987
0.25,4895,3948,1987
0.266667,4893,3948,1984
0.283333,4893,3947,1987
0.3,4895,3947,1987
0.316667,4893,3945,1987
0.333333,4892,3944,1984
0.35,4892,3943,1993
0.366667,4892,3943,1984
0.383333,4890,3943,1990
0.4,4890,3942,1987
0.416667,4890,3942,1987
0.433333,4893,3940,1990
0.45,4892,3940,1987
0.466667,4893,3940,1993
0.483333,4895,3939,1993
0.5,4895,3939,1996
0.516667,4893,3939,1993
0.533333,4893,3939,1990
0.55,4893,3938,1993
0.566667,4893,3938,1993
0.583333,4892,3937,1993
0.6,4892,3936,1993
0.616667,4890,3936,1990
0.633333,4890,3934,1990
0.65,4890,3934,1993
0.666667,4890,3933,1996
0.683333,4890,3933,1993
0.7,4890,3933,1990
0.716667,4892,3932,1996
0.733333,4893,3932,1996
0.75,4895,3932,1996
0.766667,4893,3931,1993
0.783333,4893,3931,1996
0.8,4895,3929,1999
0.816667,4895,3929,1996
0.833333,4895,3929,1999
0.85,4895,3928,1999
0.866667,4893,3928,1996
0.883333,4893,3928,1996
0.9,4893,3928,1996
0.916667,4893,3927,1996
0.933333,4893,3927,1993
0.95,4892,3927,1993
0.966667,4892,3927,1996
0.983333,4892,3926,1996
1,4890,3926,1996
1.016667,4890,3925,1999
1.033333,4890,3925,1996
1.05,4890,3925,1999
1.066667,4890,3925,1996
1.083333,4892,3923,1999
1.1,4890,3923,1999
1.116667,4890,3923,1999
1.133333,4892,3923,1999
1.15,4892,3922,1999
1.166667,4893,3922,1999
1.183333,4893,3922,2002
1.2,4895,3922,2002
1.216667,4895,3921,1999
1.233333,4895,3921,2002
1.25,4893,3921,1996
1.266667,4893,3921,2002
1.283333,4893,3920,2002
1.3,4895,3920,2002
1.316667,4895,3920,1999
1.333333,4895,3920,2002
1.35,4893,3920,1999
1.366667,4893,3918,1999
1.383333,4893,3918,2002
1.4,4893,3918,1999
1.416667,4893,3918,2005
1.433333,4892,3918,1999
1.45,4892,3918,1999
1.466667,4892,3918,1999
1.483333,4892,3918,2002
1.5,4892,3917,1999
1.516667,4892,3917,2005
1.533333,4892,3917,1999
1.55,4892,3917,2005
1.566667,4890,3917,2005
1.583333,4892,3917,2002
1.6,4890,3916,2002
1.616667,4890,3916,2002
1.633333,4892,3916,2002
1.65,4892,3916,2002
1.666667,4890,3915,1999
1.683333,4890,3915,1999
1.7,4890,3914,1999
1.716667,4890,3914,2005
1.733333,4890,3914,2002
1.75,4892,3914,2002
1.766667,4893,3912,2005
1.783333,4893,3912,2002
1.8,4893,3912,2002
1.816667,4893,3912,2002
1.833333,4895,3912,2008
1.85,4893,3912,2005
1.866667,4895,3912,2005
1.883333,4893,3912,2005
1.9,4893,3912,2005
1.916667,4895,3911,2008
1.933333,4895,3911,2002
1.95,4895,3911,2002
1.966667,4895,3911,2005
1.983333,4895,3911,2008
2,4895,3911,2008
2.016667,4893,3911,2005
2.033333,4893,3910,2005
2.05,4893,3910,2005
2.066667,4893,3910,2005
2.083333,4893,3910,2005
2.1,4893,3910,2008
2.116667,4893,3910,2008
2.133333,4893,3910,2008
2.15,4892,3910,2005
2.166667,4892,3909,2008
2.183333,4892,3910,2005
2.2,4892,3909,2005
